name	status	basis
build/power-usb-observer-v23-offline-r1/wrapper/repack/stable-recovery-a.avb.img	revoked	consumed by the sole v23 RAM-only cycle; target NCM/ACM enumerated for about 165 ms, then the observer misclassified required devpts as a block-backed phone-storage mount; exact stock slot-A fallback and FALLBACK_RETURNED resolution passed; no phone-storage access; never retry or flash
build/power-usb-observer-v24-offline-r1/wrapper/repack/stable-recovery-a.avb.img	revoked	consumed by the sole v24 RAM-only cycle; stable NCM and 177 typed records passed, but BusyBox modprobe rejected --first-time so charging modules and telemetry remained absent; exact stock slot-A fallback and FALLBACK_RETURNED resolution passed; no phone-storage access; never retry or flash
build/power-usb-observer-v25-offline-r1/wrapper/repack/stable-recovery-a.avb.img	revoked	consumed by the sole v25 RAM-only cycle; stable NCM, all charging modules, ADSP, PMIC GLINK, UCSI, and complete telemetry passed, but the already-full battery reported zero pack current; exact stock slot-A fallback and FALLBACK_RETURNED resolution passed; no phone-storage access; never retry or flash
build/power-usb-observer-v26-offline-r1/wrapper/repack/stable-recovery-a.avb.img	revoked	consumed by the sole v26 RAM-only cycle; stable NCM, full charging stack, valid sub-full telemetry, rising voltage, and positive pack current passed; exact stock slot-A fallback and FALLBACK_RETURNED resolution passed; no phone-storage access; never retry or flash
build/power-usb-observer-v27-offline-r1/wrapper/repack/stable-recovery-a.avb.img	revoked	unbooted offline R2 composition failure: the reused V20 network-root DTB disables UFS and its initramfs rejects every physical block device, so it cannot stage userdata; no claim or phone boot occurred; never boot or flash
build/local-image-stage-v1-generation101-20260823-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 101 RAM-only cycle; signed transfer, PREPARE, and COMMIT passed, but the replacement minimal target init produced no observable NCM/ACM before stock slot-A return; no staging SSH command or image write occurred; never retry or flash
build/persistent-root-power-usb-v9-generation102-20260823-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 102 RAM-only cycle; target NCM/ACM enumerated for 15 seconds, but the newly rebuilt image lacks the exact prior-write probe required by V9 read-only init, so this composition cannot complete; no target storage write occurred; never retry or flash
build/persistent-root-power-usb-v10-generation103-20260823-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 103 RAM-only cycle; target NCM stayed reachable for 60 seconds, but V10 paired local-write userspace with the deliberately read-only V8 UFS kernel and therefore cannot pass the exact ufs-power containment gate; no probe or target write occurred; never retry or flash
build/persistent-root-local-image-probe-writer-v11-generation104-20260823-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 104 RAM-only cycle; target NCM appeared for 14 seconds and returned through stock slot A, matching the historical post-probe UFS-health rollback, but the host attached after departure so probe success remains unconfirmed; never retry or flash
build/persistent-root-local-image-any-prior-v12-generation105-20260823-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 105 RAM-only cycle; target NCM appeared for 19 seconds and returned before Arch, but manual multi-call orchestration again attached the host after departure, so the exact probe verdict is unavailable; no target write occurred; never retry or flash
build/persistent-root-local-image-any-prior-v13-generation106-20260823-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 106 continuous lifecycle; host network and stage listener were ready two seconds after target NCM, but the target emitted zero stages and rolled back after exactly 20 seconds because the early policy gate still rejected any-prior; no target write occurred; never retry or flash
build/persistent-root-local-image-any-prior-v14-generation107-20260823-r1/repack/stable-recovery-a.avb.img	revoked	unbooted Generation 107 was superseded before admission by restart2-first rollback; never boot, retry, or flash
build/persistent-root-local-image-restart2-v15-generation108-20260823-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 108 RAM-only cycle; target reached UFS and mounted userdata read-only, then proved the deployed filesystem lacks the required rog5/images tree; restart2 rebooted, but absent target reboot-mode modules left the Qualcomm bootloader reason unset and slot A entered unauthorized recovery ADB; no target storage write occurred; R2/R3/R8; never retry or flash
build/persistent-root-local-image-reboot-mode-v16-generation109-20260823-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 109 RAM-only cycle after exact userdata restaging; target again mounted ext4 read-only but lacked rog5/images, while the built-in PMK8350 reboot-mode path returned exact fastboot; no target storage write occurred; never retry or flash
build/persistent-root-sparse-diagnostic-v17-generation110-20260823-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 110 read-only cycle; source metadata blocks differed, high inode and directory blocks were zero, and 4-GiB aliases remained unchanged, proving ASUS ABL sparse flash left userdata unchanged; exact fastboot fallback passed; no target write; never retry or flash
build/local-image-stage-writer-v2-generation111-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 111 cycle; recovery departed after COMMIT, no target USB appeared, and exact slot-A unauthorized recovery returned 30.708 seconds later; no SSH transfer or storage write occurred; never retry or flash
build/local-image-stage-hotplug-v3-generation112-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 112 cycle; guarded hotplug advanced to an immediate controlled pre-gadget failure, exact fastboot returned 6.903 seconds after recovery USB departure, and no storage write occurred; never retry or flash
build/local-image-stage-preusb-v4-generation113-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 113 timing cycle; exact fastboot returned 31.910 seconds after recovery departure, proving the 25-second both-checks-pass path plus 6.9-second overhead; no USB or storage surface; never retry or flash
build/local-image-stage-usbmode-v5-generation114-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 114 cycle; guarded mainline-absent mode path was a no-op, exact fastboot repeated after 6.903 seconds before target USB, and no storage write occurred; never retry or flash
build/local-image-stage-configfs-v6-generation115-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 115 beacon; exact fastboot returned 51.961 seconds after recovery departure, selecting the 45-second UDC-identity branch: expected UDC exists but additional candidate present; no storage; never retry or flash
build/local-image-stage-udc-v7-generation116-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 116 early inventory; exact fastboot returned in 16.887 seconds, selecting no-extra-yet and proving the additional UDC appears asynchronously after expected registration; no binding/storage; never retry or flash
build/local-image-stage-udc-stable-v8-generation117-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 117 stabilized inventory; exact fastboot returned in 21.750 seconds, again selecting no-extra after five seconds and proving the transient appears during ConfigFS NCM+ACM setup; no binding/storage; never retry or flash
build/local-image-stage-ncm-v9-generation118-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 118 NCM-only full staging cycle; recovery transfer and COMMIT passed, target NCM never appeared, exact slot-A fastboot returned, no SSH transfer or storage write occurred, and intent resolved FALLBACK_RETURNED; never retry or flash
build/local-image-stage-timing-v10-generation119-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 119 pre-storage timing cycle; exact 77.046-second recovery-departure-to-fastboot interval selected ncm-address after subtracting the 6.903-second immediate-return baseline; no target USB, UFS, userdata, SSH, installer, or storage write; never retry or flash
build/local-image-stage-address-v11-generation120-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 120 address-state cycle; exact 77.045-second USB timeline selected address-show-failed, proving usb0 vanished or became unqueryable immediately after link-up; no target USB, carrier, power-USB, UFS, userdata, SSH, installer, or storage; never retry or flash
build/local-image-stage-prebind-v12-generation121-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 121 pre-bind-mdev cycle; exact 31.992-second return, no target USB, SSH, installer, or storage write; moving the second global mdev scan before bind did not fix enumeration; fallback and intent resolution passed; never retry or flash
build/local-image-stage-explicit-v13-generation122-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 122 explicit-sysfs cycle; exact 31.992-second return selected the 25-second UDC identity timeout plus restart overhead; no target USB, SSH, installer, or storage write; fallback and intent resolution passed; never retry or flash
build/local-image-stage-configfs-udc-v14-generation123-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 123 post-ConfigFS inventory cycle; exact 107.256-second return selected 25-second inventory window plus seen-zero delay, proving zero/exact a600000.usb churn with no unexpected UDC; no bind, network, or storage; never retry or flash
build/local-image-stage-two-sample-v15-generation124-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 124 two-sample UDC cycle; exact 32.248-second return selected the 25-second UDC timeout, proving no two consecutive 100ms exact samples; no target USB, SSH, installer, or storage write; fallback passed; never retry or flash
build/local-image-stage-bind-v16-generation125-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 125 scan-then-bind cycle; exact 32.504-second return selected the 25-second bind timeout, no target USB, SSH, installer, or storage write; full inventory scan remained too slow for the transient expected UDC; fallback passed; never retry or flash
build/local-image-stage-direct-v17-generation126-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 126 direct-bind cycle; exact 6.901-second immediate return proved the exact UDC bind write was refused while the expected path remained present; no target USB, SSH, installer, or storage write; fallback passed; never retry or flash
build/local-image-stage-bind-error-v18-generation127-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 127 bind classifier; target NCM enumerated for 89.864 seconds, selecting bind-success; the host then filtered ROG5_local_image_stage from shared NCM inventory and missed the target; no target network configuration or storage write; exact slot-A fallback passed; never retry or flash
build/local-image-stage-hostfix-v19-generation128-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 128 full staging cycle; exact 6.903960-second recovery-departure-to-slot-A-fastboot return proves immediate post-bind failure before target USB, SSH, installer, or storage; Linux 7.1 ConfigFS store semantics and prior empty/exact class oscillation identify the post-bind UDC-class level check as false; never retry or flash
build/local-image-stage-postbind-v20-generation129-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 129 full staging cycle; removing the false UDC-class check advanced to exact target NCM enumeration for 0.519517 seconds, then target rollback before host activation; no SSH, installer, or storage write; exact slot-A fallback passed; never retry or flash
build/local-image-stage-power-report-v21-generation130-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 130 cycle; exact target NCM stayed up for 10.506 seconds and the reporter dwell executed, but the host called the SSH-only helper and never opened the existing stage listener; exact slot-A fallback passed, no SSH, installer, or storage write; never retry or flash
build/local-image-stage-listener-v22-generation131-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 131 cycle; exact stage listener captured power-usb/module-qcom-q6v5-load, proving the packaged module vermagic 7.1.4-gae717d919f87 mismatched target 7.1.4-g359318de534f; no UFS, SSH, installer, or storage write; exact slot-A fallback passed; never retry or flash
build/local-image-stage-abi-v23-generation132-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 132 cycle; exact g359 power/USB module chain passed and UFS modules loaded, then stage ufs-ready failed at generic ufs-count after the bounded 20-second enumeration wait; no SSH, installer, or storage write; exact slot-A fallback passed; never retry or flash
build/local-image-stage-ufs-count-v24-generation133-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 133 cycle; exact g359 power/USB and UFS module insertion passed, then the bounded UFS inventory was exactly zero; no SSH, installer, block device, mount, or storage write; exact slot-A fallback passed; never retry or flash
build/local-image-stage-ufs-bind-v25-generation134-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 134 cycle; exact zero-UFS classifier reported ufs-platform-0, proving no runtime platform device matched the 0x1d84000 controller address; no SCSI host, block device, mount, SSH, installer, or storage write; exact slot-A fallback passed; never retry or flash
build/local-image-stage-runtime-dt-v26-generation135-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 135 cycle; runtime UFS DT node existed with exact okay status, while the address-name platform scan found zero candidates; no SCSI host, block, mount, SSH, installer, or storage write; exact slot-A fallback passed; never retry or flash
build/local-image-stage-of-node-v27-generation136-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 136 cycle; exact of_node platform matching still reported ufs-dt-okay-platform-0, proving the current g359 Image/DT pair creates no UFS platform device; no SCSI, block, mount, SSH, installer, or storage write; exact slot-A fallback passed; never retry or flash
build/ufs-baseline-proven-v28-generation137-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 137 cycle; exact live-proven g359 Image, DTB, and four modules still reported ufs-count-0 after stable NCM and a bounded 20-second wait; no storage surface or write; exact slot-A stock recovery USB returned and passed after the current descriptor policy correction; never retry or flash
build/ufs-reboot-baseline-v29-generation138-20260824-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 138 cycle; exact ae717 Image, DTB, and four UFS modules still reported ufs-count-0 because the minimal init omitted the packaged power/USB dependency loader; built-in reboot mode returned exact fastboot; no storage surface or write; never retry or flash
build/ufs-power-reboot-baseline-v30-generation139-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 139 cycle; the exact power/USB loader passed but UFS still falsely reported count zero because `set -f` disabled every fixed sysfs glob in the minimal init; built-in reboot mode returned exact fastboot; no storage surface or write; never retry or flash
build/ufs-glob-reboot-baseline-v31-generation140-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 140 cycle; exact power/USB and corrected sysfs discovery proved the complete 116-node UFS topology, then built-in reboot mode returned exact fastboot; no mount or storage write; never retry or flash
build/local-image-stage-glob-v32-generation141-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 141 cycle; power/USB and UFS passed and target host key was pinned, but zero-byte `/etc/nologin` blocked OpenSSH before authentication; no image transfer, installer, mount, or storage write; bounded watchdog fallback; never retry or flash
build/local-image-stage-ssh-v33-generation142-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 142 cycle; post-COMMIT cleanup hit a transient NetworkManager ownership gap on newly enumerated target NCM before target activation, no target stage/SSH/transfer/installer/write evidence, exact fastboot fallback and cleanup passed; never retry or flash
build/local-image-stage-nm-v34-generation143-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 143 cycle; NetworkManager ownership classification no longer aborted, but redundant post-COMMIT host cleanup delayed target activation until it returned fastboot before host-key readiness; no stage/transfer/installer/write; fallback passed; never retry or flash
build/local-image-stage-fast-v35-generation144-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 144 cycle; immediate activation worked and UFS passed, then an uninstrumented post-UFS pre-SSH failure returned exact fastboot; no transfer, installer, mount, or write; fallback and cleanup passed; never retry or flash
build/local-image-stage-stages-v36-generation145-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 145 cycle; power/UFS, userdata identity, and storage lock passed, runtime failed exact nologin-identity because the member was absent rather than empty; no SSH/transfer/installer/write; fastboot fallback passed; never retry or flash
build/local-image-stage-auth-v37-generation146-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 146 cycle; exact UFS, key-only SSH, and gzip transfer passed, then installer set -f suppressed its userdata and relock globs and failed before creating an image path; exact fastboot fallback and cleanup passed; never retry or flash
build/local-image-stage-globfix-v38-generation147-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 147 cycle; exact UFS, key-only SSH, transfer, and installer glob passed, then exact write-window failed before mount or image creation because the child was cleared before its read-only parent; fastboot fallback and cleanup passed; never retry or flash
build/local-image-stage-rworder-v39-generation148-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 148 cycle; exact UFS, SSH, and transfer passed, then disk-rw-state proved the deployed ae717 Image lacks bounded data-write support; no mount or image path; fastboot fallback and cleanup passed; never retry or flash
build/local-image-stage-writekernel-v40-generation149-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 149 cycle; write-capable UFS, SSH, and transfer passed, dense decompression created about 826 MB of the bounded partial file, then gzip and sync entered uninterruptible UFS I/O; exact bootloader fallback required the sealed restart reason plus emergency SysRq; never retry or flash
build/local-image-write-benchmark-v41-generation150-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 150 cycle; UFS and SSH passed, then the benchmark rejected post-crash partial metadata before creating its benchmark directory or writing data; exact fastboot fallback and cleanup passed; never retry or flash
build/local-image-write-benchmark-v42-generation151-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 151 cycle; the bounded partial continued growing after the earlier snapshot and exceeded 825884672 bytes, so no benchmark directory or data write occurred; exact fastboot fallback and cleanup passed; never retry or flash
build/local-image-write-benchmark-v43-generation152-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 152 cycle; partial-identity still failed under the full logical-image size bound, proving type, owner, mode, link count, or another field differs; no benchmark directory or write; exact fastboot fallback and cleanup passed; never retry or flash
build/local-image-partial-inspect-v44-generation153-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 153 read-only cycle; exact evidence proves the partial is regular root-owned mode 0644 one link with size zero and zero allocated blocks, final absent, and parent directories exact; no phone write; fastboot fallback passed; never retry or flash
build/local-image-write-benchmark-v45-generation154-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 154 cycle; direct 32 MiB completed in 50.25 seconds, buffered fsync remained blocked past its 180-second bound, and the sync-independent timer returned exact slot-A fastboot; candidate resolved FALLBACK_RETURNED; never retry or flash
build/local-image-direct-v46-generation155-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 155 cycle; target reached runtime and key-only SSH, then prepare failed before any extent stream; host discarded the bounded target reason; exact fastboot fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash
build/local-image-direct-v47-generation156-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 156 cycle; prepare passed and extent 1 completed, but 4 KiB O_DIRECT made extent 2 run at about 0.6 MiB/s; operator ended the impossible-within-watchdog stream through SSH/HUP; exact fastboot fallback and cleanup passed; never retry or flash
build/local-image-direct-v48-generation157-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 157 cycle; prepare and extents 1-2 completed, but 1 MiB O_DIRECT remained about 0.66 MiB/s, proving syscall size was not the bottleneck; operator ended extent 3 through SSH/HUP; exact fastboot fallback and cleanup passed; never retry or flash
build/local-image-direct-v49-generation158-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 158 cycle; high-speed UFS branch executed, all 37 extents staged, fsync/e2fsck/publish/unmount/relock and target final PASS completed in about 92 seconds after SSH; host rejected only the known trailing timeout CRLF; exact fastboot fallback passed; never retry or flash
build/persistent-root-local-v50-generation159-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 159 cycle; target NCM appeared but no stage arrived before slot-A stock recovery, proving failure before UFS reporter; ae717 reboot-mode drivers were modular and absent from initramfs; no storage write; never retry or flash
build/persistent-root-local-v51-generation160-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 160 cycle; target persistent-root NCM enumerated for 23 seconds, but the host selected the obsolete local-image-stage product and never activated networking; no storage write; exact slot-A fastboot fallback passed; never retry or flash
build/persistent-root-local-v52-generation161-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 161 cycle; reboot-mode, charging/UFS, userdata, and image mount passed, then staged-seal was rejected by an unreachable-policy control-flow defect at root-verify; no storage write; exact fastboot fallback passed; never retry or flash
build/persistent-root-local-v53-generation162-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 162 cycle; local Arch, power/USB, read-only UFS, OverlayFS, systemd, runtime attestation, and key-only SSH passed in 325.697 seconds; exitrd omitted its restart2 helper and systemctl reboot returned stock recovery; never retry or flash
build/persistent-root-local-v54-generation163-20260825-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 163 cycle; local Arch, read-only UFS, OverlayFS, systemd, power/NCM, runtime attestation, key-only SSH, exitrd restart2, and exact slot-A fastboot passed in 338.141 seconds; never retry or flash
build/storage-layout-stage2-mainline-readonly-v1-generation191-20260826-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 191 cycle; historical V54 recovery expected pre-Stage-1 userdata/topology and returned before ACM on the current 117-node p23/p24 layout; target bundle never executed, no storage write, stock slot-A recovery returned; never retry or flash
build/storage-layout-stage2-mainline-readonly-v2-generation192-20260826-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 192 cycle; mainline runtime passed at 254 seconds with 117 physical nodes, two read-only backing mounts, strict SSH and zero UFS errors, but host acceptance still required stale physical_blocks=116; exact fallback and intent resolution passed; no p24 write; never retry or flash
build/storage-layout-stage2-mainline-readonly-v3-generation193-20260826-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 193 read-only cycle; exact p23/p24, 117 read-only nodes, local Arch/systemd/strict SSH, 30.1 C battery, +312 mA USB input, 39.5 C max thermal, zero UFS errors, and exact fastboot passed in 339.080 seconds; no p24 write; never retry or flash
build/storage-layout-stage2-mainline-clone-v1-generation194-20260826-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 194 cycle; mainline reached exact UFS/NCM/SSH, then the redundant 16 GiB source hash stalled UFS and NCM before any observed clone-WRITE marker; host NCM watchdog timed out, rollback returned exact fastboot after 19m31s, intent remains UNKNOWN, and p24 disposition requires read-only proof; never retry or flash
build/storage-layout-stage2-native-postmortem-v1-generation195-20260826-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 195 read-only p24 postmortem; exact 117-node UFS and key-only SSH passed, p24 classified non-ext4 with first 4 MiB exactly zero-filled, target and exact slot-A fastboot proofs passed, intent resolved TARGET_ACCEPTED; never retry or flash
build/storage-layout-stage2-mainline-clone-v2-generation196-20260826-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 196 prewrite watchdog probe; exact UFS passed, qcom-wdt load/open advanced to the optional timeout-sysfs check, then failed closed because CONFIG_WATCHDOG_SYSFS is disabled; no p24 write, exact slot-A fastboot and intent fallback resolution passed; never retry or flash
build/storage-layout-stage2-mainline-clone-v3-generation197-20260826-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 197 prewrite watchdog probe; exact UFS passed but the remaining generic hardware-watchdog predicate failed, no p24 write occurred, exact slot-A fastboot and fallback intent resolution passed; never retry or flash
build/storage-layout-stage2-watchdog-probe-v1-generation198-20260826-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 198 read-only cycle; the watchdog armed and target emitted storage-locked, but the host parser allowed only the nonexistent storage-relock spelling; the 900-second target fallback returned exact slot-A fastboot at the host deadline, no p24 write path was packaged, and intent resolved FALLBACK_RETURNED; never retry or flash
build/storage-layout-stage2-mainline-clone-v4-generation199-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 199 prewrite watchdog-lifetime failure; mainline UFS/NCM/runtime/key-only SSH passed in 7.86 seconds, then the watchdog process was absent before source verification or any p24 write window; exact slot-A fastboot and FALLBACK_RETURNED resolution passed; never retry or flash
build/storage-layout-stage2-watchdog-lifetime-v1-generation200-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 200 read-only watchdog lifetime probe; runtime at 7.90 seconds proved qcom_wdt, class and device absent, BusyBox failed ENOENT opening watchdog0, and dmesg proved struct-module ABI size mismatch; exact fastboot and TARGET_ACCEPTED resolution passed; never retry or flash
build/storage-layout-stage2-watchdog-lifetime-v2-generation201-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 201 watchdog-reset cycle; exact-ABI qcom_wdt arming produced no reporter frame, NCM TX timeout at 11 seconds, target USB loss at 13 seconds and stock slot-A recovery return; no storage write path, FALLBACK_RETURNED resolved; never retry or flash
build/storage-layout-stage2-watchdog-observer-v1-generation202-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 202 inherited-watchdog timing proof; MMIO-read-only observer made no watchdog write, yet target NCM disconnected at 12 seconds and stock slot-A recovery returned, proving the watchdog was armed before mainline; no reporter frame or storage writes, FALLBACK_RETURNED resolved; never retry or flash
build/storage-layout-stage2-watchdog-observer-v2-generation203-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 203 early module observer; NCM still timed out and target reset before any stage frame, proving external module relocation/probe is too slow for inherited watchdog deadline; no MMIO or storage writes, FALLBACK_RETURNED resolved; never retry or flash
build/storage-layout-stage2-watchdog-mmio-v1-generation204-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 204 MMIO-read classifier; target reported watchdog-mmio-detail before writes, proving the pipeline masked an empty or invalid register read; exact fastboot and FALLBACK_RETURNED passed, no storage writes; never retry or flash
build/storage-layout-stage2-watchdog-mmio-v2-generation205-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 205 arm64 devmem-read classifier; exact watchdog-mmio-en proved read() rejected the first MMIO access, exact fastboot and FALLBACK_RETURNED passed, no storage path; never retry or flash
build/storage-layout-stage2-watchdog-mmap-v1-generation206-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 206 APSS-MMIO classifier; read-only mmap succeeded but first register access raised SIGBUS, exact fastboot and FALLBACK_RETURNED passed, no storage path; never retry or flash
